,Town,Super Petrol,Diesel,Kerosene,Price Period
158,Kalemngorok,162.07,143.25,131.21,June-2022
159,Marich,161.04,142.24,130.19,June-2022
160,Alale,161.54,142.72,130.68,June-2022
161,Kunyao,161.19,142.39,130.34,June-2022
162,Asilong,160.78,141.98000000000002,129.93,June-2022
163,Orolwo,160.82,142.01,129.97,June-2022
164,Sebit,160.77,141.96,129.92000000000002,June-2022
165,Morpus,160.68,141.87,129.82,June-2022
166,Chepkorniswo,160.57,141.75,129.71,June-2022
167,Kaibichbich,160.51000000000002,141.7,129.66000000000003,June-2022
168,Keringet,160.24,141.43,129.39,June-2022
169,Kisumu,159.53,140.7,128.66000000000003,June-2022
170,Sondu,159.64000000000001,140.8,128.77,June-2022
171,Oyugis,160.11,141.29000000000002,129.25,June-2022
172,Kakamega,159.58,140.75,128.72,June-2022
173,Mumias,159.86,141.03,128.99,June-2022
174,Bondo,159.75,140.91000000000003,128.88,June-2022
175,Siaya,159.86,141.04000000000002,129.0,June-2022
176,Kericho,160.05,141.21,129.17000000000002,June-2022
177,Nyamira,160.1,141.28,129.24,June-2022
178,Kisii,160.41,141.58,129.55,June-2022
179,Sotik,160.24,141.42000000000002,129.38,June-2022
180,Keroka,160.43,141.60000000000002,129.56,June-2022
181,Busia,160.4,141.57,129.54000000000002,June-2022
182,Homabay,160.35,141.52,129.48000000000002,June-2022
183,Migori,161.20000000000002,142.37,130.34,June-2022
184,Isebania,161.48000000000002,142.66,130.62,June-2022
185,Bomet,160.64000000000001,141.82,129.78,June-2022
186,Muhoroni,159.77,140.93,128.9,June-2022
187,Mbita,160.34,141.5,129.47,June-2022
188,Mbale,159.53,140.7,128.66000000000003,June-2022
189,Etago,160.99,142.15,130.12,June-2022
190,Magenche,161.08,142.26,130.22,June-2022
191,Kilgoris,160.92000000000002,142.09,130.06,June-2022
192,Malava,159.9,141.06,129.03,June-2022
193,Lugari,160.29,141.45,129.42000000000002,June-2022
194,Rodi Kopany,160.41,141.58,129.55,June-2022
195,Ndhiwa,160.68,141.86,129.82,June-2022
196,Rangwe,160.4,141.57,129.54000000000002,June-2022
197,Sindo,160.41,141.58,129.55,June-2022
198,Awasi,159.5,140.66000000000003,128.63,June-2022
199,Ahero,159.53,140.7,128.66000000000003,June-2022
200,Ugunja,159.96,141.13,129.10000000000002,June-2022
201,Asembo,159.62,140.78,128.75,June-2022
202,Usenge,160.09,141.26,129.22,June-2022
203,Harambee,159.57,140.75,128.71,June-2022
204,Muhuru Bay,161.34,142.52,130.48000000000002,June-2022
205,Kehancha,161.58,142.75,130.71,June-2022
206,Ntimaru,161.88,143.06,131.02,June-2022
207,Rongo,160.66,141.83,129.8,June-2022
208,Kaspokwony,160.62,141.8,129.75,June-2022
209,Chwele,160.57,141.74,129.7,June-2022
210,Kimilili,160.49,141.67000000000002,129.62,June-2022
211,Nambale,160.4,141.57,129.54000000000002,June-2022
212,SioPort,160.39000000000001,141.56,129.53,June-2022
213,Port Bunyala,160.44,141.61,129.57,June-2022
214,Funyula,160.26000000000002,141.43,129.4,June-2022
215,Ogembo,160.57,141.74,129.7,June-2022
216,Nyangusu,160.83,142.0,129.96,June-2022
217,Sengera,160.75,141.92000000000002,129.88,June-2022
218,Keumbu,160.48000000000002,141.64,129.61,June-2022
219,Marani,160.18,141.35000000000002,129.31,June-2022
220,Kerina,160.54,141.71,129.68,June-2022
221,Ikonge,159.9,141.07,129.03,June-2022
222,Nyansiongo,160.3,141.47,129.43,June-2022
0,Mombasa,156.86,137.76,125.69,July-2022
1,Kilifi,157.57,138.47,126.41,July-2022
2,Likoni Mainland,157.22,138.11,126.05,July-2022
3,Kwale,157.22,138.11,126.05,July-2022
4,Malindi,157.78,138.67,126.61,July-2022
5,Lungalunga,157.93,138.83,126.76,July-2022
6,Voi,158.34,139.24,127.17,July-2022
7,Taveta,159.75,140.64,128.58,July-2022
8,Lamu,160.16,141.06,129.0,July-2022
9,Hola,160.45,141.34,129.28,July-2022
10,Mpeketoni,160.16,141.06,129.0,July-2022
11,Minjila,159.13,140.02,127.96,July-2022
12,Garsen,159.22,140.11,128.05,July-2022
13,Samburu,157.16,138.06,126.0,July-2022
14,Taru,157.34,138.24,126.18,July-2022
15,Mwatate,158.68,139.57,127.51,July-2022
16,Wundanji,158.84,139.74,127.68,July-2022
17,Kaloleni,157.01,137.92,125.85,July-2022
18,Marereni,158.44,139.34,127.27,July-2022
19,Nairobi,159.12,140.0,127.94,July-2022
20,Thika,159.12,140.01,127.94,July-2022
21,Machakos,159.36,140.24,128.18,July-2022
22,Kajiado,159.54,140.42,128.36,July-2022
23,Makuyu,159.41,140.29,128.23,July-2022
24,Muranga,159.64,140.52,128.46,July-2022
25,Sagana,159.85,140.75,128.68,July-2022
26,Embu,160.22,141.1,129.04,July-2022
27,Kerugoya,160.14,141.03,128.97,July-2022
28,Narok,160.5,141.4,129.33,July-2022
29,Nyeri,160.49,141.37,129.31,July-2022
30,Namanga,160.66,141.55,129.48,July-2022
31,Kiganjo,160.46,141.34,129.28,July-2022
32,Chuka,160.75,141.63,129.57,July-2022
33,Kitui,160.65,141.54,129.47,July-2022
34,Mwingi,161.03,141.93,129.86,July-2022
35,Nanyuki,161.05,141.94,129.87,July-2022
36,Nkubu,162.01,142.91,130.84,July-2022
37,Mtito Andei,161.55,142.44,130.38,July-2022
38,Meru,162.21,143.1,131.04,July-2022
39,Isiolo,162.07,142.96,130.89,July-2022
40,Maua,162.66,143.56,131.49,July-2022
41,Garissa,163.29,144.17,132.11,July-2022
42,Marsabit,166.97,147.85,135.79,July-2022
43,Liboi,166.05,146.94,134.87,July-2022
44,Moyale,168.55,149.44,137.37,July-2022
45,Sololo,167.61,148.49,136.43,July-2022
46,Habaswein,165.98,146.86,134.8,July-2022
47,Dadaab,164.67,145.55,133.49,July-2022
48,Tarbaj,168.22,149.12,137.04,July-2022
49,Elwak,169.83,150.72,138.65,July-2022
50,Wajir,168.38,149.27,137.21,July-2022
51,Modogashe,166.12,147.0,134.94,July-2022
52,Mandera,172.15,153.05,140.98,July-2022
53,Matuu,160.02,140.9,128.84,July-2022
54,Merti,164.46,145.35,133.29,July-2022
55,Oldonyiro,161.47,142.36,130.29,July-2022
56,Eldas,170.16,151.04,138.98,July-2022
57,Bute,167.19,148.08,136.02,July-2022
58,Hadado,165.78,146.67,134.6,July-2022
59,Mai Mahiu,159.24,140.12,128.06,July-2022
60,Doldo,161.81,142.7,130.63,July-2022
61,Lamuria,160.93,141.82,129.75,July-2022
62,Sipili,161.8,142.68,130.62,July-2022
63,Marimanti,161.42,142.31,130.25,July-2022
64,Mutuobare,160.76,141.65,129.58,July-2022
65,North Horr,167.93,148.82,136.75,July-2022
66,Maikona,166.55,147.43,135.37,July-2022
67,Kalacha,167.09,147.97,135.91,July-2022
68,Loyangalani,167.15,148.04,135.97,July-2022
69,Turbi,166.96,147.84,135.78,July-2022
70,Laisamis,164.16,145.06,132.98,July-2022
71,Merille,163.87,144.75,132.69,July-2022
72,Korr,165.11,146.0,133.93,July-2022
73,Nakuru,158.64,139.83,127.79,July-2022
74,Gilgil,158.61,139.79,127.76,July-2022
75,Mogotio,158.6,139.78,127.74,July-2022
76,Molo,158.69,139.86,127.83,July-2022
77,Olenguruone,159.39,140.56,128.53,July-2022
78,Londiani,158.9,140.09,128.05,July-2022
79,Nyahururu,158.89,140.08,128.04,July-2022
80,Archers Post,161.88,143.06,131.03,July-2022
81,Lodosoit,162.98,144.16,132.13,July-2022
82,Naivasha,158.97,140.15,128.11,July-2022
83,Marigat,159.38,140.55,128.51,July-2022
84,Kabarnet ,159.86,141.04,129.01,July-2022
85,Maralal,160.95,142.13,130.1,July-2022
86,Wamba,161.79,142.97,130.93,July-2022
87,Rumuruti,159.43,140.62,128.58,July-2022
88,Eldoret,159.53,140.72,128.67,July-2022
89,Kiplombe,159.53,140.72,128.67,July-2022
90,Iten,159.53,140.72,128.67,July-2022
91,Naiberi,159.53,140.72,128.67,July-2022
92,Kesses,159.53,140.72,128.67,July-2022
93,Kapsabet,159.54,140.74,128.68,July-2022
94,Webuye,159.95,141.15,129.1,July-2022
95,Kitale,159.89,141.08,129.03,July-2022
96,Kapenguria ,160.52,141.72,129.67,July-2022
97,Bungoma,160.3,141.48,129.44,July-2022
98,Moiben,159.54,140.74,128.68,July-2022
99,Matunda,159.52,140.7,128.66,July-2022
100,Burnt Forest,159.48,140.67,128.62,July-2022
101,Tambach,159.57,140.76,128.71,July-2022
102,Kapsowar,160.04,141.22,129.18,July-2022
103,Chebara,159.92,141.1,129.06,July-2022
104,Kimwarer,159.84,141.03,128.99,July-2022
105,Timboroa,159.77,140.95,128.9,July-2022
106,Nandi Hills,159.72,140.91,128.87,July-2022
107,Kaiboi,159.58,140.77,128.73,July-2022
108,Kiminini,160.07,141.27,129.21,July-2022
109,Endebes,160.43,141.61,129.57,July-2022
110,Saboti,160.1,141.29,129.25,July-2022
111,Chepareria,160.73,141.93,129.87,July-2022
112,Lomut,162.35,143.53,131.49,July-2022
113,Burgich,161.15,142.34,130.29,July-2022
114,Sigor,161.28,142.47,130.42,July-2022
115,Lodwar,163.71,144.9,132.85,July-2022
116,Kakuma,165.3,146.49,134.44,July-2022
117,Lokichar,162.71,143.9,131.85,July-2022
118,Kalokol,164.47,145.66,133.61,July-2022
119,Lokori,163.07,144.27,132.22,July-2022
120,Lokitaung,167.35,148.55,136.49,July-2022
121,Kapedo,162.35,143.53,131.49,July-2022
122,Malaba,160.7,141.88,129.84,July-2022
123,Lokichogio,166.48,147.68,135.63,July-2022
124,Ziwa,159.72,140.91,128.87,July-2022
125,Soy,159.53,140.72,128.67,July-2022
126,Moi's Bridge,159.59,140.78,128.74,July-2022
127,Turbo,159.48,140.67,128.62,July-2022
128,Kibish,167.59,148.77,136.73,July-2022
129,Nakalale,166.41,147.6,135.55,July-2022
130,Loima,162.82,144.02,131.97,July-2022
131,Lokiriama,164.39,145.59,133.53,July-2022
132,Kainuk,161.6,142.79,130.74,July-2022
133,Kacheliba,160.92,142.12,130.07,July-2022
134,Kiwawa,161.54,142.72,130.68,July-2022
135,Ortum,161.12,142.31,130.26,July-2022
136,Kachibora,159.92,141.1,129.06,July-2022
137,Kwanza,160.63,141.82,129.78,July-2022
138,Kaplamai,159.94,141.14,129.08,July-2022
139,Eldama Ravine,160.36,141.55,129.51,July-2022
140,Tenges,160.5,141.69,129.65,July-2022
141,Barwessa,160.62,141.81,129.75,July-2022
142,Kipsaraman,161.52,142.71,130.66,July-2022
143,Loruk,161.39,142.58,130.53,July-2022
144,Kabartonjo,160.36,141.55,129.51,July-2022
145,Tindiret,160.43,141.61,129.57,July-2022
146,O'lessos,159.59,140.78,128.74,July-2022
147,Kobujoi,159.99,141.19,129.14,July-2022
148,Serem,160.07,141.27,129.21,July-2022
149,Kabiyet,159.53,140.72,128.67,July-2022
150,Cheptulu,159.95,141.15,129.1,July-2022
151,Songor,160.5,141.69,129.65,July-2022
152,Kapcherop,160.13,141.33,129.28,July-2022
153,Sambalat,160.82,142.01,129.97,July-2022
154,Arror,160.47,141.67,129.61,July-2022
155,Tot,160.68,141.87,129.82,July-2022
156,Kaptarakwa,159.72,140.91,128.87,July-2022
157,Kapese,162.67,143.86,131.82,July-2022
158,Kalemngorok,162.07,143.25,131.21,July-2022
159,Marich,161.04,142.24,130.19,July-2022
160,Alale,161.54,142.72,130.68,July-2022
161,Kunyao,161.19,142.39,130.34,July-2022
162,Asilong,160.78,141.98,129.93,July-2022
163,Orolwo,160.82,142.01,129.97,July-2022
164,Sebit,160.77,141.96,129.92,July-2022
165,Morpus,160.68,141.87,129.82,July-2022
166,Chepkorniswo,160.57,141.75,129.71,July-2022
167,Kaibichbich,160.51,141.7,129.66,July-2022
168,Keringet,160.24,141.43,129.39,July-2022
169,Kisumu,159.53,140.7,128.66,July-2022
170,Sondu,159.64,140.8,128.77,July-2022
171,Oyugis,160.11,141.29,129.25,July-2022
172,Kakamega,159.58,140.75,128.72,July-2022
173,Mumias,159.86,141.03,128.99,July-2022
174,Bondo,159.75,140.91,128.88,July-2022
175,Siaya,159.86,141.04,129.0,July-2022
176,Kericho,160.05,141.21,129.17,July-2022
177,Nyamira,160.1,141.28,129.24,July-2022
178,Kisii,160.41,141.58,129.55,July-2022
179,Sotik,160.24,141.42,129.38,July-2022
180,Keroka,160.43,141.6,129.56,July-2022
181,Busia,160.4,141.57,129.54,July-2022
182,Homabay,160.35,141.52,129.48,July-2022
183,Migori,161.2,142.37,130.34,July-2022
184,Isebania,161.48,142.66,130.62,July-2022
185,Bomet,160.64,141.82,129.78,July-2022
186,Muhoroni,159.77,140.93,128.9,July-2022
187,Mbita,160.34,141.5,129.47,July-2022
188,Mbale,159.53,140.7,128.66,July-2022
189,Etago,160.99,142.15,130.12,July-2022
190,Magenche,161.08,142.26,130.22,July-2022
191,Kilgoris,160.92,142.09,130.06,July-2022
192,Malava,159.9,141.06,129.03,July-2022
193,Lugari,160.29,141.45,129.42,July-2022
194,Rodi Kopany,160.41,141.58,129.55,July-2022
195,Ndhiwa,160.68,141.86,129.82,July-2022
196,Rangwe,160.4,141.57,129.54,July-2022
197,Sindo,160.41,141.58,129.55,July-2022
198,Awasi,159.5,140.66,128.63,July-2022
199,Ahero,159.53,140.7,128.66,July-2022
200,Ugunja,159.96,141.13,129.1,July-2022
201,Asembo,159.62,140.78,128.75,July-2022
202,Usenge,160.09,141.26,129.22,July-2022
203,Harambee,159.57,140.75,128.71,July-2022
204,Muhuru Bay,161.34,142.52,130.48,July-2022
205,Kehancha,161.58,142.75,130.71,July-2022
206,Ntimaru,161.88,143.06,131.02,July-2022
207,Rongo,160.66,141.83,129.8,July-2022
208,Kaspokwony,160.62,141.8,129.75,July-2022
209,Chwele,160.57,141.74,129.7,July-2022
210,Kimilili,160.49,141.67,129.62,July-2022
211,Nambale,160.4,141.57,129.54,July-2022
212,SioPort,160.39,141.56,129.53,July-2022
213,Port Bunyala,160.44,141.61,129.57,July-2022
214,Funyula,160.26,141.43,129.4,July-2022
215,Ogembo,160.57,141.74,129.7,July-2022
216,Nyangusu,160.83,142.0,129.96,July-2022
217,Sengera,160.75,141.92,129.88,July-2022
218,Keumbu,160.48,141.64,129.61,July-2022
219,Marani,160.18,141.35,129.31,July-2022
220,Kerina,160.54,141.71,129.68,July-2022
221,Ikonge,159.9,141.07,129.03,July-2022
222,Nyansiongo,160.3,141.47,129.43,July-2022
0,Mombasa,156.86,137.76,125.69,August-2022
1,Kilifi,157.57,138.47,126.41,August-2022
2,Likoni Mainland,157.22,138.11,126.05,August-2022
3,Kwale,157.22,138.11,126.05,August-2022
4,Malindi,157.78,138.67,126.61,August-2022
5,Lungalunga,157.93,138.83,126.76,August-2022
6,Voi,158.34,139.24,127.17,August-2022
7,Taveta,159.75,140.64,128.58,August-2022
8,Lamu,160.16,141.06,129.0,August-2022
9,Hola,160.45,141.34,129.28,August-2022
10,Mpeketoni,160.16,141.06,129.0,August-2022
11,Minjila,159.13,140.02,127.96,August-2022
12,Garsen,159.22,140.11,128.05,August-2022
13,Samburu,157.16,138.06,126.0,August-2022
14,Taru,157.34,138.24,126.18,August-2022
15,Mwatate,158.68,139.57,127.51,August-2022
16,Wundanji,158.84,139.74,127.68,August-2022
17,Kaloleni,157.01,137.92,125.85,August-2022
18,Marereni,158.44,139.34,127.27,August-2022
19,Nairobi,159.12,140.0,127.94,August-2022
20,Thika,159.12,140.01,127.94,August-2022
21,Machakos,159.36,140.24,128.18,August-2022
22,Kajiado,159.54,140.42,128.36,August-2022
23,Makuyu,159.41,140.29,128.23,August-2022
24,Muranga,159.64,140.52,128.46,August-2022
25,Sagana,159.85,140.75,128.68,August-2022
26,Embu,160.22,141.1,129.04,August-2022
27,Kerugoya,160.14,141.03,128.97,August-2022
28,Narok,160.5,141.4,129.33,August-2022
29,Nyeri,160.49,141.37,129.31,August-2022
30,Namanga,160.66,141.55,129.48,August-2022
31,Kiganjo,160.46,141.34,129.28,August-2022
32,Chuka,160.75,141.63,129.57,August-2022
33,Kitui,160.65,141.54,129.47,August-2022
34,Mwingi,161.03,141.93,129.86,August-2022
35,Nanyuki,161.05,141.94,129.87,August-2022
36,Nkubu,162.01,142.91,130.84,August-2022
37,Mtito Andei,161.55,142.44,130.38,August-2022
38,Meru,162.21,143.1,131.04,August-2022
39,Isiolo,162.07,142.96,130.89,August-2022
40,Maua,162.66,143.56,131.49,August-2022
41,Garissa,163.29,144.17,132.11,August-2022
42,Marsabit,166.97,147.85,135.79,August-2022
43,Liboi,166.05,146.94,134.87,August-2022
44,Moyale,168.55,149.44,137.37,August-2022
45,Sololo,167.61,148.49,136.43,August-2022
46,Habaswein,165.98,146.86,134.8,August-2022
47,Dadaab,164.67,145.55,133.49,August-2022
48,Tarbaj,168.22,149.12,137.04,August-2022
49,Elwak,169.83,150.72,138.65,August-2022
50,Wajir,168.38,149.27,137.21,August-2022
51,Modogashe,166.12,147.0,134.94,August-2022
52,Mandera,172.15,153.05,140.98,August-2022
53,Matuu,160.02,140.9,128.84,August-2022
54,Merti,164.46,145.35,133.29,August-2022
55,Oldonyiro,161.47,142.36,130.29,August-2022
56,Eldas,170.16,151.04,138.98,August-2022
57,Bute,167.19,148.08,136.02,August-2022
58,Hadado,165.78,146.67,134.6,August-2022
59,Mai Mahiu,159.24,140.12,128.06,August-2022
60,Doldo,161.81,142.7,130.63,August-2022
61,Lamuria,160.93,141.82,129.75,August-2022
62,Sipili,161.8,142.68,130.62,August-2022
63,Marimanti,161.42,142.31,130.25,August-2022
64,Mutuobare,160.76,141.65,129.58,August-2022
65,North Horr,167.93,148.82,136.75,August-2022
66,Maikona,166.55,147.43,135.37,August-2022
67,Kalacha,167.09,147.97,135.91,August-2022
68,Loyangalani,167.15,148.04,135.97,August-2022
69,Turbi,166.96,147.84,135.78,August-2022
70,Laisamis,164.16,145.06,132.98,August-2022
71,Merille,163.87,144.75,132.69,August-2022
72,Korr,165.11,146.0,133.93,August-2022
73,Nakuru,158.64,139.83,127.79,August-2022
74,Gilgil,158.61,139.79,127.76,August-2022
75,Mogotio,158.6,139.78,127.74,August-2022
76,Molo,158.69,139.86,127.83,August-2022
77,Olenguruone,159.39,140.56,128.53,August-2022
78,Londiani,158.9,140.09,128.05,August-2022
79,Nyahururu,158.89,140.08,128.04,August-2022
80,Archers Post,161.88,143.06,131.03,August-2022
81,Lodosoit,162.98,144.16,132.13,August-2022
82,Naivasha,158.97,140.15,128.11,August-2022
83,Marigat,159.38,140.55,128.51,August-2022
84,Kabarnet ,159.86,141.04,129.01,August-2022
85,Maralal,160.95,142.13,130.1,August-2022
86,Wamba,161.79,142.97,130.93,August-2022
87,Rumuruti,159.43,140.62,128.58,August-2022
88,Eldoret,159.53,140.72,128.67,August-2022
89,Kiplombe,159.53,140.72,128.67,August-2022
90,Iten,159.53,140.72,128.67,August-2022
91,Naiberi,159.53,140.72,128.67,August-2022
92,Kesses,159.53,140.72,128.67,August-2022
93,Kapsabet,159.54,140.74,128.68,August-2022
94,Webuye,159.95,141.15,129.1,August-2022
95,Kitale,159.89,141.08,129.03,August-2022
96,Kapenguria ,160.52,141.72,129.67,August-2022
97,Bungoma,160.3,141.48,129.44,August-2022
98,Moiben,159.54,140.74,128.68,August-2022
99,Matunda,159.52,140.7,128.66,August-2022
100,Burnt Forest,159.48,140.67,128.62,August-2022
101,Tambach,159.57,140.76,128.71,August-2022
102,Kapsowar,160.04,141.22,129.18,August-2022
103,Chebara,159.92,141.1,129.06,August-2022
104,Kimwarer,159.84,141.03,128.99,August-2022
105,Timboroa,159.77,140.95,128.9,August-2022
106,Nandi Hills,159.72,140.91,128.87,August-2022
107,Kaiboi,159.58,140.77,128.73,August-2022
108,Kiminini,160.07,141.27,129.21,August-2022
109,Endebes,160.43,141.61,129.57,August-2022
110,Saboti,160.1,141.29,129.25,August-2022
111,Chepareria,160.73,141.93,129.87,August-2022
112,Lomut,162.35,143.53,131.49,August-2022
113,Burgich,161.15,142.34,130.29,August-2022
114,Sigor,161.28,142.47,130.42,August-2022
115,Lodwar,163.71,144.9,132.85,August-2022
116,Kakuma,165.3,146.49,134.44,August-2022
117,Lokichar,162.71,143.9,131.85,August-2022
118,Kalokol,164.47,145.66,133.61,August-2022
119,Lokori,163.07,144.27,132.22,August-2022
120,Lokitaung,167.35,148.55,136.49,August-2022
121,Kapedo,162.35,143.53,131.49,August-2022
122,Malaba,160.7,141.88,129.84,August-2022
123,Lokichogio,166.48,147.68,135.63,August-2022
124,Ziwa,159.72,140.91,128.87,August-2022
125,Soy,159.53,140.72,128.67,August-2022
126,Moi's Bridge,159.59,140.78,128.74,August-2022
127,Turbo,159.48,140.67,128.62,August-2022
128,Kibish,167.59,148.77,136.73,August-2022
129,Nakalale,166.41,147.6,135.55,August-2022
130,Loima,162.82,144.02,131.97,August-2022
131,Lokiriama,164.39,145.59,133.53,August-2022
132,Kainuk,161.6,142.79,130.74,August-2022
133,Kacheliba,160.92,142.12,130.07,August-2022
134,Kiwawa,161.54,142.72,130.68,August-2022
135,Ortum,161.12,142.31,130.26,August-2022
136,Kachibora,159.92,141.1,129.06,August-2022
137,Kwanza,160.63,141.82,129.78,August-2022
138,Kaplamai,159.94,141.14,129.08,August-2022
139,Eldama Ravine,160.36,141.55,129.51,August-2022
140,Tenges,160.5,141.69,129.65,August-2022
141,Barwessa,160.62,141.81,129.75,August-2022
142,Kipsaraman,161.52,142.71,130.66,August-2022
143,Loruk,161.39,142.58,130.53,August-2022
144,Kabartonjo,160.36,141.55,129.51,August-2022
145,Tindiret,160.43,141.61,129.57,August-2022
146,O'lessos,159.59,140.78,128.74,August-2022
147,Kobujoi,159.99,141.19,129.14,August-2022
148,Serem,160.07,141.27,129.21,August-2022
149,Kabiyet,159.53,140.72,128.67,August-2022
150,Cheptulu,159.95,141.15,129.1,August-2022
151,Songor,160.5,141.69,129.65,August-2022
152,Kapcherop,160.13,141.33,129.28,August-2022
153,Sambalat,160.82,142.01,129.97,August-2022
154,Arror,160.47,141.67,129.61,August-2022
155,Tot,160.68,141.87,129.82,August-2022
156,Kaptarakwa,159.72,140.91,128.87,August-2022
157,Kapese,162.67,143.86,131.82,August-2022
158,Kalemngorok,162.07,143.25,131.21,August-2022
159,Marich,161.04,142.24,130.19,August-2022
160,Alale,161.54,142.72,130.68,August-2022
161,Kunyao,161.19,142.39,130.34,August-2022
162,Asilong,160.78,141.98,129.93,August-2022
163,Orolwo,160.82,142.01,129.97,August-2022
164,Sebit,160.77,141.96,129.92,August-2022
165,Morpus,160.68,141.87,129.82,August-2022
166,Chepkorniswo,160.57,141.75,129.71,August-2022
167,Kaibichbich,160.51,141.7,129.66,August-2022
168,Keringet,160.24,141.43,129.39,August-2022
169,Kisumu,159.53,140.7,128.66,August-2022
170,Sondu,159.64,140.8,128.77,August-2022
171,Oyugis,160.11,141.29,129.25,August-2022
172,Kakamega,159.58,140.75,128.72,August-2022
173,Mumias,159.86,141.03,128.99,August-2022
174,Bondo,159.75,140.91,128.88,August-2022
175,Siaya,159.86,141.04,129.0,August-2022
176,Kericho,160.05,141.21,129.17,August-2022
177,Nyamira,160.1,141.28,129.24,August-2022
178,Kisii,160.41,141.58,129.55,August-2022
179,Sotik,160.24,141.42,129.38,August-2022
180,Keroka,160.43,141.6,129.56,August-2022
181,Busia,160.4,141.57,129.54,August-2022
182,Homabay,160.35,141.52,129.48,August-2022
183,Migori,161.2,142.37,130.34,August-2022
184,Isebania,161.48,142.66,130.62,August-2022
185,Bomet,160.64,141.82,129.78,August-2022
186,Muhoroni,159.77,140.93,128.9,August-2022
187,Mbita,160.34,141.5,129.47,August-2022
188,Mbale,159.53,140.7,128.66,August-2022
189,Etago,160.99,142.15,130.12,August-2022
190,Magenche,161.08,142.26,130.22,August-2022
191,Kilgoris,160.92,142.09,130.06,August-2022
192,Malava,159.9,141.06,129.03,August-2022
193,Lugari,160.29,141.45,129.42,August-2022
194,Rodi Kopany,160.41,141.58,129.55,August-2022
195,Ndhiwa,160.68,141.86,129.82,August-2022
196,Rangwe,160.4,141.57,129.54,August-2022
197,Sindo,160.41,141.58,129.55,August-2022
198,Awasi,159.5,140.66,128.63,August-2022
199,Ahero,159.53,140.7,128.66,August-2022
200,Ugunja,159.96,141.13,129.1,August-2022
201,Asembo,159.62,140.78,128.75,August-2022
202,Usenge,160.09,141.26,129.22,August-2022
203,Harambee,159.57,140.75,128.71,August-2022
204,Muhuru Bay,161.34,142.52,130.48,August-2022
205,Kehancha,161.58,142.75,130.71,August-2022
206,Ntimaru,161.88,143.06,131.02,August-2022
207,Rongo,160.66,141.83,129.8,August-2022
208,Kaspokwony,160.62,141.8,129.75,August-2022
209,Chwele,160.57,141.74,129.7,August-2022
210,Kimilili,160.49,141.67,129.62,August-2022
211,Nambale,160.4,141.57,129.54,August-2022
212,SioPort,160.39,141.56,129.53,August-2022
213,Port Bunyala,160.44,141.61,129.57,August-2022
214,Funyula,160.26,141.43,129.4,August-2022
215,Ogembo,160.57,141.74,129.7,August-2022
216,Nyangusu,160.83,142.0,129.96,August-2022
217,Sengera,160.75,141.92,129.88,August-2022
218,Keumbu,160.48,141.64,129.61,August-2022
219,Marani,160.18,141.35,129.31,August-2022
220,Kerina,160.54,141.71,129.68,August-2022
221,Ikonge,159.9,141.07,129.03,August-2022
222,Nyansiongo,160.3,141.47,129.43,August-2022
0,Mombasa,176.98,162.76,145.69,September-2022
1,Kilifi,177.69,163.47,146.41,September-2022
2,Likoni Mainland,177.34,163.11,146.05,September-2022
3,Kwale,177.34,163.11,146.05,September-2022
4,Malindi,177.9,163.67,146.61,September-2022
5,Lungalunga,178.05,163.83,146.76,September-2022
6,Voi,178.46,164.24,147.17,September-2022
7,Taveta,179.86,165.64,148.58,September-2022
8,Lamu,180.27,166.06,149.0,September-2022
9,Hola,180.57,166.34,149.28,September-2022
10,Mpeketoni,180.27,166.06,149.0,September-2022
11,Minjila,179.25,165.02,147.96,September-2022
12,Garsen,179.33,165.11,148.05,September-2022
13,Samburu,177.28,163.06,146.0,September-2022
14,Taru,177.46,163.24,146.18,September-2022
15,Mwatate,178.79,164.57,147.51,September-2022
16,Wundanji,178.96,164.74,147.68,September-2022
17,Kaloleni,177.13,162.92,145.85,September-2022
18,Marereni,178.56,164.34,147.27,September-2022
19,Nairobi,179.3,165.0,147.94,September-2022
20,Thika,179.31,165.01,147.94,September-2022
21,Machakos,179.54,165.24,148.18,September-2022
22,Kajiado,179.72,165.42,148.36,September-2022
23,Makuyu,179.59,165.29,148.23,September-2022
24,Muranga,179.82,165.52,148.46,September-2022
25,Sagana,180.05,165.75,148.68,September-2022
26,Embu,180.4,166.1,149.04,September-2022
27,Kerugoya,180.33,166.03,148.97,September-2022
28,Narok,180.69,166.4,149.33,September-2022
29,Nyeri,180.67,166.37,149.31,September-2022
30,Namanga,180.85,166.55,149.48,September-2022
31,Kiganjo,180.64,166.34,149.28,September-2022
32,Chuka,180.93,166.63,149.57,September-2022
33,Kitui,180.84,166.54,149.47,September-2022
34,Mwingi,181.22,166.93,149.86,September-2022
35,Nanyuki,181.23,166.94,149.87,September-2022
36,Nkubu,182.21,167.91,150.84,September-2022
37,Mtito Andei,181.74,167.44,150.38,September-2022
38,Meru,182.4,168.1,151.04,September-2022
39,Isiolo,182.26,167.96,150.89,September-2022
40,Maua,182.85,168.56,151.49,September-2022
41,Garissa,183.47,169.17,152.11,September-2022
42,Marsabit,187.15,172.85,155.79,September-2022
43,Liboi,186.24,171.94,154.87,September-2022
44,Moyale,188.74,174.44,157.37,September-2022
45,Sololo,187.79,173.49,156.43,September-2022
46,Habaswein,186.16,171.86,154.8,September-2022
47,Dadaab,184.85,170.55,153.49,September-2022
